PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,Performance
-3.4079083178428227,-0.9057412660928232,-0.5247071579683726,-1.1887002924509098,0.5398923165952947,-0.17867264646101993,-0.09945163838104416,-0.7221099467473067,-0.5159843016620083,-0.2921814826884162,-0.3623765680031651,-0.5937789225353469,-0.20147728061013254,0.7225198283305557,0.809136324481139,3
-2.8739529349120856,-1.2187121880365246,-1.5879896937086138,-0.28263048769523175,-0.4266646471707549,0.6172466443703903,0.06181200938498818,-1.039127760800195,-1.3157696629616118,0.17870022337863936,0.39788967463918945,-0.5079856071962775,0.6612662560212533,0.3075872442290646,-0.28578012733376457,3
-2.642298410875896,-0.5936444834830777,-0.81133895074912,-1.4929102544170147,-0.03492006170099771,0.3562712885905551,0.36167202928002107,-1.2502970495340475,-0.9793201652550737,-1.0716171221654276,0.16636706602519846,0.07326336050682625,0.0644677158716002,0.7310770372058185,0.1488476203882898,3
-3.7004816376402476,-0.2901356888294424,-0.16478689717355804,-0.0747562716212169,-0.26948706175991266,0.03687072627660215,-0.549208730224694,-0.2317347604184557,-0.8434438187876799,0.1291221368628264,-0.07219115814582416,-0.5339546822113828,0.6603357810237364,0.2224656080104529,-0.28161140059339906,3
-3.4569334866418533,-1.276120390777458,-0.43390885102120846,-0.8155184912569527,0.6811310907084682,-0.8468416216371865,0.033983301124024284,-0.7727960472453477,0.4070995015058887,-0.4518404480998569,-0.8149394621276019,0.3174036626934156,0.27521587207796866,0.6822903148117613,-0.22240931351505586,3
-3.5158814288907982,-1.9855288348852973,-1.1860071901697646,-0.935066085155397,0.2839254200688063,-1.0943785655725162,0.1362963136813156,0.19824587069644234,1.305400148993018,0.7690009203372015,-0.8517715949967264,0.34479718887189337,0.2871099473883615,0.6670628951656618,-0.415319411489273,3
-3.316671821561124,-1.5366515228393571,-0.8609702686850096,-1.1012318525180396,0.31827219256953826,-0.715763620373903,-0.007909771901255858,-0.32622639152044347,1.0872168334541978,-0.6172800460018563,-1.2002129419000531,0.15739187884681854,0.49776156127253357,0.6723416508843223,0.6557132795426915,3
-2.6549442455071115,-1.374769663271927,-1.317747128928843,-1.291853426326845,0.4309369040685347,0.3822454907653252,0.45444132501470025,-1.3290834088923607,-1.33366501182455,-0.21890048262538353,-0.11708997647802283,0.18855984552115002,-0.5790588544617287,0.8004292922930042,-0.08544515968044489,3
-3.2949586928741676,-0.6563620093746483,-0.6259703988220837,-1.589055187575436,0.16383318279838038,0.05259529417432662,-0.25948419402385575,-0.48706950687058764,-0.5830626134212237,-0.5676762845401436,-0.22525337678571522,-0.4206470902713892,-0.4459875084721726,0.5859840565869457,0.03798999436155237,3
-3.3726961350198437,-1.772330375251971,-1.2646580108785186,-1.0131079925352413,0.7743824214488237,-0.5698430782245969,0.02250794739827236,-1.2427789903194222,0.051800396135378235,-0.5806091278400729,-0.20070426766028993,0.28234760686816973,0.34240653950407096,0.8509623947504236,-0.08155322841457302,3
-3.2653195299667312,-0.9119555502735365,-0.6205705431761138,-1.4822059078549215,0.004129014999194325,-0.3686115220252606,-0.19131951138592662,-0.27003001950726435,0.5060504790895965,-0.9614006471880726,-0.7874337501830413,0.31065435724768165,0.17761796939805352,0.615342705065886,-0.10472112463805042,3
